callID, phoneNumber, Line, destPhoneNumber, startDate, endDate, startTime, endTime, Type, Cost
65,01434511111,0,01431111111,08/01/2014,08/01/2014,20:15:00,20:32:00,Local,68.0
66,01434511111,0,01431111111,15/02/2014,15/02/2014,20:25:00,20:42:00,Local,68.0
67,01434511111,1,07721811111,15/01/2014,15/01/2014,10:00:00,10:07:00,Mobile,175.0
68,01434511111,1,01431111111,05/02/2014,05/02/2014,18:45:00,19:02:00,Local,68.0
69,01434511111,1,08450401111,03/02/2014,03/02/2014,16:50:00,17:12:00,National,88.0
70,01434511111,1,07721811111,12/01/2014,12/01/2014,17:05:00,17:19:00,Mobile,210.0
71,01434511111,1,07721811111,03/02/2014,03/02/2014,15:35:00,15:49:00,Mobile,210.0
72,01434511111,1,07721811111,14/02/2014,14/02/2014,22:45:00,22:52:00,Mobile,175.0
73,01434511111,0,26811111111,06/01/2014,06/01/2014,18:25:00,18:52:00,Intl,675.0
74,01434511111,0,01431111111,09/01/2014,09/01/2014,20:10:00,20:27:00,Local,68.0
75,01434511111,1,01431111111,05/02/2014,05/02/2014,20:30:00,20:47:00,Local,68.0
76,01434511111,0,07721811111,15/01/2014,15/01/2014,18:00:00,18:07:00,Mobile,175.0
77,01434511111,1,01431111111,26/01/2014,26/01/2014,01:55:00,02:31:00,Local,36.0
78,01434511111,1,01431111111,30/12/2013,30/12/2013,16:35:00,17:11:00,Local,36.0
79,01434511111,1,26811111111,02/02/2014,02/02/2014,19:00:00,19:27:00,Intl,675.0
80,01434511111,1,01431111111,30/01/2014,30/01/2014,20:55:00,21:12:00,Local,68.0
81,01434511111,0,01431111111,30/12/2013,30/12/2013,20:00:00,20:36:00,Local,36.0
82,01434511111,1,01431111111,18/01/2014,18/01/2014,20:35:00,20:52:00,Local,68.0
83,01434511111,0,01431111111,09/02/2014,09/02/2014,13:30:00,14:06:00,Local,36.0
84,01434511111,1,01431111111,08/01/2014,08/01/2014,18:05:00,18:22:00,Local,68.0
85,01434511111,1,08450401111,15/01/2014,15/01/2014,21:20:00,21:30:00,National,80.0
86,01434511111,1,08450401111,06/02/2014,06/02/2014,00:40:00,00:50:00,National,80.0
87,01434511111,1,07721811111,07/02/2014,07/02/2014,11:40:00,11:47:00,Mobile,175.0
88,01434511111,1,26811111111,31/01/2014,31/01/2014,21:15:00,21:37:00,Intl,660.0
89,01434511111,0,01431111111,09/02/2014,10/02/2014,23:50:00,00:26:00,Local,36.0
90,01434511111,0,01431111111,16/01/2014,16/01/2014,09:25:00,09:42:00,Local,68.0
91,01434511111,1,01431111111,09/01/2014,09/01/2014,02:45:00,03:02:00,Local,68.0
92,01434511111,0,01431111111,12/01/2014,12/01/2014,16:05:00,16:41:00,Local,36.0
93,01434511111,1,01431111111,19/01/2014,19/01/2014,23:00:00,23:36:00,Local,36.0
94,01434511111,0,01431111111,18/01/2014,18/01/2014,21:45:00,22:02:00,Local,68.0
95,01434511111,0,26811111111,13/02/2014,13/02/2014,20:45:00,21:07:00,Intl,660.0
96,01434511111,0,01431111111,16/01/2014,16/01/2014,20:05:00,20:22:00,Local,68.0
97,01434511111,0,01431111111,17/01/2014,17/01/2014,19:05:00,19:22:00,Local,68.0
98,01434511111,0,01431111111,24/01/2014,24/01/2014,18:20:00,18:37:00,Local,68.0
99,01434511111,0,01431111111,07/01/2014,07/01/2014,00:40:00,00:57:00,Local,68.0
100,01434511111,0,01431111111,10/02/2014,10/02/2014,12:55:00,13:31:00,Local,36.0
101,01434511111,1,01431111111,13/01/2014,13/01/2014,18:25:00,19:01:00,Local,36.0
102,01434511111,0,01431111111,21/02/2014,21/02/2014,01:45:00,02:02:00,Local,68.0
103,01434511111,1,07721811111,11/02/2014,11/02/2014,19:45:00,19:52:00,Mobile,175.0
104,01434511111,1,07721811111,16/02/2014,16/02/2014,11:25:00,11:39:00,Mobile,210.0
105,01434511111,1,01431111111,20/01/2014,20/01/2014,13:15:00,13:51:00,Local,36.0
106,01434511111,0,01431111111,23/02/2014,23/02/2014,14:45:00,15:21:00,Local,36.0
107,01434511111,0,01431111111,18/02/2014,18/02/2014,21:05:00,21:22:00,Local,68.0
108,01434511111,1,01431111111,23/01/2014,23/01/2014,15:45:00,16:02:00,Local,68.0
109,01434511111,0,08450401111,16/02/2014,16/02/2014,15:45:00,16:07:00,National,88.0
110,01434511111,1,07721811111,20/01/2014,20/01/2014,15:05:00,15:19:00,Mobile,210.0
111,01434511111,1,07721811111,22/01/2014,22/01/2014,18:40:00,18:47:00,Mobile,175.0
112,01434511111,1,01431111111,28/01/2014,28/01/2014,18:25:00,18:42:00,Local,68.0
113,01434511111,0,26811111111,12/01/2014,12/01/2014,01:40:00,02:07:00,Intl,675.0
114,01434511111,1,01431111111,03/01/2014,03/01/2014,19:20:00,19:37:00,Local,68.0
115,01434511111,0,08450401111,19/02/2014,19/02/2014,16:40:00,16:50:00,National,80.0
116,01434511111,0,01431111111,08/01/2014,08/01/2014,13:45:00,14:02:00,Local,68.0
117,01434511111,1,01431111111,21/02/2014,21/02/2014,20:50:00,21:07:00,Local,68.0
118,01434511111,1,07721811111,15/02/2014,15/02/2014,22:15:00,22:22:00,Mobile,175.0
119,01434511111,1,01431111111,03/02/2014,03/02/2014,19:00:00,19:36:00,Local,36.0
120,01434511111,1,01431111111,30/12/2013,30/12/2013,14:50:00,15:26:00,Local,36.0
121,01434511111,0,01431111111,18/01/2014,18/01/2014,18:00:00,18:17:00,Local,68.0
122,01434511111,1,01431111111,15/02/2014,15/02/2014,19:50:00,20:07:00,Local,68.0
123,01434511111,1,01431111111,07/02/2014,07/02/2014,09:30:00,09:47:00,Local,68.0
124,01434511111,1,08450401111,23/02/2014,23/02/2014,18:25:00,18:47:00,National,88.0
125,01434511111,1,01431111111,07/01/2014,07/01/2014,20:35:00,20:52:00,Local,68.0
126,01434511111,0,01431111111,19/02/2014,19/02/2014,19:45:00,20:02:00,Local,68.0
127,01434511111,1,08450401111,31/01/2014,31/01/2014,20:25:00,20:35:00,National,80.0
128,01434511111,0,26811111111,16/02/2014,16/02/2014,20:55:00,21:22:00,Intl,675.0
129,01434511111,1,01431111111,10/01/2014,10/01/2014,19:15:00,19:32:00,Local,68.0
130,01434511111,0,01431111111,06/01/2014,06/01/2014,21:35:00,22:11:00,Local,36.0
131,01434511111,0,07721811111,19/01/2014,19/01/2014,21:30:00,21:44:00,Mobile,210.0
132,01434511111,0,07721811111,10/02/2014,10/02/2014,12:00:00,12:14:00,Mobile,210.0
133,01434511111,1,07721811111,17/02/2014,17/02/2014,20:35:00,20:49:00,Mobile,210.0
134,01434511111,1,01431111111,22/01/2014,22/01/2014,17:15:00,17:32:00,Local,68.0
135,01434511111,1,01431111111,17/02/2014,17/02/2014,13:25:00,14:01:00,Local,36.0
136,01434511111,0,01431111111,30/01/2014,30/01/2014,21:45:00,22:02:00,Local,68.0
137,01434511111,0,01431111111,22/02/2014,22/02/2014,18:35:00,18:52:00,Local,68.0
138,01434511111,1,01431111111,26/01/2014,27/01/2014,23:45:00,00:21:00,Local,36.0
139,01434511111,1,01431111111,02/02/2014,02/02/2014,18:10:00,18:46:00,Local,36.0
140,01434511111,0,01431111111,23/01/2014,23/01/2014,17:30:00,17:47:00,Local,68.0
141,01434511111,0,07721811111,13/01/2014,13/01/2014,11:05:00,11:19:00,Mobile,210.0
142,01434511111,1,01431111111,12/02/2014,12/02/2014,20:20:00,20:37:00,Local,68.0
143,01434511111,0,01431111111,06/02/2014,06/02/2014,19:55:00,20:12:00,Local,68.0
144,01434511111,0,01431111111,08/01/2014,08/01/2014,16:25:00,16:42:00,Local,68.0
145,01434511111,1,07721811111,13/01/2014,13/01/2014,13:50:00,14:04:00,Mobile,210.0
146,01434511111,1,01431111111,10/02/2014,10/02/2014,17:40:00,18:16:00,Local,36.0
147,01434511111,0,07721811111,17/02/2014,17/02/2014,17:20:00,17:34:00,Mobile,210.0
148,01434511111,1,01431111111,28/01/2014,28/01/2014,18:05:00,18:22:00,Local,68.0
149,01434511111,0,01431111111,14/01/2014,14/01/2014,20:00:00,20:17:00,Local,68.0
150,01434511111,1,08450401111,13/02/2014,13/02/2014,20:35:00,20:45:00,National,80.0
151,01434511111,1,07721811111,21/01/2014,21/01/2014,21:25:00,21:32:00,Mobile,175.0
0,01434511111,1,01436666666,15/02/2014,15/02/2014,17:35:00,17:47:00,Local,48.0
1,01434511111,1,07836866666,31/12/2013,31/12/2013,23:20:00,23:27:00,Mobile,175.0
2,01434511111,1,01436666666,16/02/2014,16/02/2014,16:45:00,17:11:00,Local,26.0
3,01434511111,1,01436666666,05/02/2014,05/02/2014,12:55:00,13:07:00,Local,48.0
4,01434511111,1,01436666666,30/12/2013,30/12/2013,14:50:00,15:16:00,Local,26.0
5,01434511111,0,01436666666,08/02/2014,08/02/2014,07:45:00,07:57:00,Local,48.0
6,01434511111,0,08454006666,02/02/2014,02/02/2014,17:15:00,17:26:00,National,44.0
7,01434511111,0,08454006666,09/02/2014,09/02/2014,16:35:00,16:46:00,National,44.0
8,01434511111,0,01436666666,14/01/2014,14/01/2014,19:00:00,19:12:00,Local,48.0
9,01434511111,1,01436666666,08/02/2014,08/02/2014,13:20:00,13:32:00,Local,48.0
10,01434511111,1,07836866666,31/12/2013,31/12/2013,15:55:00,16:02:00,Mobile,175.0
11,01434511111,0,01436666666,23/01/2014,23/01/2014,17:20:00,17:32:00,Local,48.0
12,01434511111,0,08454006666,27/01/2014,27/01/2014,12:25:00,12:36:00,National,44.0
13,01434511111,1,07836866666,18/02/2014,18/02/2014,18:25:00,18:32:00,Mobile,175.0
14,01434511111,1,07836866666,07/01/2014,07/01/2014,03:10:00,03:17:00,Mobile,175.0
15,01434511111,1,01436666666,17/02/2014,17/02/2014,14:40:00,15:06:00,Local,26.0
16,01434511111,0,01436666666,03/01/2014,03/01/2014,10:00:00,10:12:00,Local,48.0
17,01434511111,0,08454006666,10/02/2014,10/02/2014,18:25:00,18:36:00,National,44.0
18,01434511111,1,01436666666,31/01/2014,31/01/2014,01:05:00,01:17:00,Local,48.0
19,01434511111,0,01436666666,17/02/2014,17/02/2014,21:35:00,22:01:00,Local,26.0
20,01434511111,1,08454006666,11/02/2014,11/02/2014,18:40:00,18:48:00,National,64.0
21,01434511111,0,01436666666,26/01/2014,26/01/2014,18:10:00,18:36:00,Local,26.0
22,01434511111,1,01436666666,08/01/2014,08/01/2014,20:10:00,20:22:00,Local,48.0
23,01434511111,1,01436666666,30/12/2013,30/12/2013,13:40:00,14:06:00,Local,26.0
24,01434511111,1,01436666666,06/01/2014,06/01/2014,19:55:00,20:21:00,Local,26.0
25,01434511111,0,01436666666,07/02/2014,07/02/2014,19:35:00,19:47:00,Local,48.0
26,01434511111,1,01436666666,19/01/2014,19/01/2014,20:00:00,20:26:00,Local,26.0
27,01434511111,0,07836866666,18/01/2014,18/01/2014,18:10:00,18:17:00,Mobile,175.0
28,01434511111,0,01436666666,31/01/2014,31/01/2014,20:35:00,20:47:00,Local,48.0
29,01434511111,0,60666666666,06/01/2014,06/01/2014,17:05:00,17:21:00,Intl,400.0
30,01434511111,0,01436666666,26/01/2014,26/01/2014,01:20:00,01:46:00,Local,26.0
31,01434511111,1,01436666666,02/02/2014,02/02/2014,13:00:00,13:26:00,Local,26.0
32,01434511111,1,01436666666,18/01/2014,18/01/2014,13:10:00,13:22:00,Local,48.0
33,01434511111,1,01436666666,05/02/2014,05/02/2014,21:35:00,21:47:00,Local,48.0
34,01434511111,0,01436666666,19/01/2014,19/01/2014,17:00:00,17:26:00,Local,26.0
35,01434511111,1,08454006666,02/01/2014,02/01/2014,19:50:00,19:58:00,National,64.0
36,01434511111,0,01436666666,09/02/2014,09/02/2014,18:35:00,19:01:00,Local,26.0
37,01434511111,1,01436666666,16/02/2014,16/02/2014,14:10:00,14:36:00,Local,26.0
38,01434511111,1,60666666666,11/01/2014,11/01/2014,15:50:00,16:01:00,Intl,330.0
39,01434511111,1,01436666666,02/01/2014,02/01/2014,19:15:00,19:27:00,Local,48.0
40,01434511111,0,08009103666,05/01/2014,05/01/2014,23:05:00,23:12:00,Free,0.0
41,01434511111,1,01436666666,13/01/2014,13/01/2014,16:20:00,16:46:00,Local,26.0
42,01434511111,0,08454006666,31/01/2014,31/01/2014,18:55:00,19:03:00,National,64.0
43,01434511111,1,01436666666,03/02/2014,03/02/2014,12:15:00,12:41:00,Local,26.0
44,01434511111,1,01436666666,03/02/2014,03/02/2014,15:30:00,15:56:00,Local,26.0
45,01434511111,1,08454006666,19/02/2014,19/02/2014,16:50:00,16:58:00,National,64.0
46,01434511111,0,01436666666,21/02/2014,21/02/2014,00:45:00,00:57:00,Local,48.0
47,01434511111,1,01436666666,31/12/2013,31/12/2013,08:45:00,08:57:00,Local,48.0
48,01434511111,0,07836866666,12/02/2014,12/02/2014,17:00:00,17:07:00,Mobile,175.0
49,01434511111,1,01436666666,08/01/2014,08/01/2014,21:35:00,21:47:00,Local,48.0
50,01434511111,1,01436666666,09/02/2014,09/02/2014,20:45:00,21:11:00,Local,26.0
51,01434511111,1,08454006666,31/01/2014,31/01/2014,19:40:00,19:48:00,National,64.0
52,01434511111,1,60666666666,20/02/2014,20/02/2014,21:05:00,21:16:00,Intl,330.0
53,01434511111,1,07836866666,13/02/2014,13/02/2014,11:50:00,11:57:00,Mobile,175.0
54,01434511111,0,07836866666,14/02/2014,14/02/2014,14:00:00,14:07:00,Mobile,175.0
55,01434511111,0,07836866666,23/01/2014,23/01/2014,18:30:00,18:37:00,Mobile,175.0
56,01434511111,0,01436666666,17/02/2014,17/02/2014,18:20:00,18:46:00,Local,26.0
57,01434511111,1,01436666666,31/12/2013,31/12/2013,18:45:00,18:57:00,Local,48.0
58,01434511111,0,07836866666,25/01/2014,25/01/2014,03:25:00,03:32:00,Mobile,175.0
59,01434511111,1,07836866666,24/01/2014,24/01/2014,21:40:00,21:47:00,Mobile,175.0
60,01434511111,1,07836866666,16/02/2014,16/02/2014,17:40:00,17:53:00,Mobile,195.0
61,01434511111,0,01436666666,04/01/2014,04/01/2014,15:20:00,15:32:00,Local,48.0
62,01434511111,0,01436666666,20/01/2014,20/01/2014,19:10:00,19:36:00,Local,26.0
63,01434511111,0,01436666666,16/02/2014,16/02/2014,11:55:00,12:21:00,Local,26.0
64,01434511111,1,01436666666,29/01/2014,29/01/2014,20:00:00,20:12:00,Local,48.0
65,01434511111,1,60666666666,12/01/2014,12/01/2014,16:40:00,16:56:00,Intl,400.0
66,01434511111,1,01436666666,18/02/2014,18/02/2014,19:45:00,19:57:00,Local,48.0
67,01434511111,0,01436666666,04/02/2014,04/02/2014,19:10:00,19:22:00,Local,48.0
68,01434511111,1,01436666666,05/01/2014,05/01/2014,14:35:00,15:01:00,Local,26.0
69,01434511111,1,08454006666,09/02/2014,09/02/2014,19:55:00,20:06:00,National,44.0
70,01434511111,0,07836866666,27/01/2014,27/01/2014,10:15:00,10:28:00,Mobile,195.0
71,01434511111,1,07836866666,25/01/2014,25/01/2014,18:10:00,18:17:00,Mobile,175.0
72,01434511111,0,07836866666,17/01/2014,17/01/2014,19:05:00,19:12:00,Mobile,175.0
73,01434511111,0,60666666666,13/01/2014,13/01/2014,19:10:00,19:26:00,Intl,400.0
74,01434511111,0,01436666666,16/02/2014,16/02/2014,15:55:00,16:21:00,Local,26.0
75,01434511111,1,01436666666,19/02/2014,19/02/2014,09:25:00,09:37:00,Local,48.0
76,01434511111,0,07836866666,04/02/2014,04/02/2014,16:20:00,16:27:00,Mobile,175.0
77,01434511111,0,60666666666,16/01/2014,16/01/2014,21:30:00,21:41:00,Intl,330.0
78,01434511111,1,01436666666,13/01/2014,13/01/2014,19:45:00,20:11:00,Local,26.0
79,01434511111,1,01436666666,20/02/2014,20/02/2014,21:20:00,21:32:00,Local,48.0
80,01434511111,0,60666666666,16/02/2014,16/02/2014,20:15:00,20:31:00,Intl,400.0
81,01434511111,0,07836866666,12/01/2014,12/01/2014,13:25:00,13:38:00,Mobile,195.0
82,01434511111,1,08454006666,23/01/2014,23/01/2014,14:20:00,14:28:00,National,64.0
83,01434511111,0,01436666666,13/02/2014,13/02/2014,21:55:00,22:07:00,Local,48.0
84,01434511111,1,01436666666,03/01/2014,03/01/2014,20:40:00,20:52:00,Local,48.0
85,01434511111,0,01436666666,27/01/2014,27/01/2014,08:45:00,09:11:00,Local,26.0
86,01434511111,1,01436666666,24/01/2014,24/01/2014,20:15:00,20:27:00,Local,48.0
87,01434511111,1,01436666666,22/01/2014,22/01/2014,19:30:00,19:42:00,Local,48.0
88,01434511111,1,01436666666,02/01/2014,02/01/2014,20:00:00,20:12:00,Local,48.0
89,01434511111,1,01436666666,17/02/2014,17/02/2014,14:05:00,14:31:00,Local,26.0
90,01434511111,0,01436666666,10/01/2014,10/01/2014,16:40:00,16:52:00,Local,48.0
91,01434511111,1,01436666666,05/02/2014,05/02/2014,20:15:00,20:27:00,Local,48.0
92,01434511111,0,08454006666,09/01/2014,09/01/2014,19:00:00,19:08:00,National,64.0
93,01434511111,1,01436666666,22/02/2014,22/02/2014,20:50:00,21:02:00,Local,48.0
94,01434511111,0,01436666666,12/01/2014,12/01/2014,17:45:00,18:11:00,Local,26.0
95,01434511111,1,08454006666,19/01/2014,19/01/2014,14:05:00,14:16:00,National,44.0
96,01434511111,0,07836866666,15/02/2014,15/02/2014,18:45:00,18:52:00,Mobile,175.0
97,01434511111,0,07836866666,05/01/2014,05/01/2014,13:25:00,13:38:00,Mobile,195.0
98,01434511111,0,08454006666,06/01/2014,06/01/2014,22:35:00,22:46:00,National,44.0
99,01434511111,0,01436666666,10/02/2014,10/02/2014,14:20:00,14:46:00,Local,26.0
100,01434511111,0,01436666666,21/01/2014,21/01/2014,19:20:00,19:32:00,Local,48.0
101,01434511111,0,08454006666,08/02/2014,08/02/2014,20:15:00,20:23:00,National,64.0
102,01434511111,0,07836866666,17/02/2014,17/02/2014,16:35:00,16:48:00,Mobile,195.0
103,01434511111,0,01436666666,04/02/2014,04/02/2014,19:35:00,19:47:00,Local,48.0
104,01434511111,0,01436666666,24/01/2014,24/01/2014,21:50:00,22:02:00,Local,48.0
105,01434511111,1,01436666666,19/01/2014,19/01/2014,18:20:00,18:46:00,Local,26.0
106,01434511111,1,07836866666,18/01/2014,18/01/2014,15:40:00,15:47:00,Mobile,175.0
107,01434511111,1,01436666666,19/02/2014,19/02/2014,21:35:00,21:47:00,Local,48.0
108,01434511111,1,08454006666,02/02/2014,02/02/2014,17:40:00,17:51:00,National,44.0
109,01434511111,1,01436666666,16/01/2014,16/01/2014,18:10:00,18:22:00,Local,48.0
110,01434511111,1,01436666666,29/01/2014,29/01/2014,20:55:00,21:07:00,Local,48.0
111,01434511111,1,08454006666,03/01/2014,03/01/2014,15:45:00,15:53:00,National,64.0
112,01434511111,0,01436666666,04/02/2014,04/02/2014,18:45:00,18:57:00,Local,48.0
113,01434511111,0,08454006666,05/01/2014,05/01/2014,18:50:00,19:01:00,National,44.0
114,01434511111,0,01436666666,19/01/2014,19/01/2014,12:45:00,13:11:00,Local,26.0
115,01434511111,0,08454006666,28/01/2014,28/01/2014,20:50:00,20:58:00,National,64.0
116,01434511111,0,01436666666,07/02/2014,07/02/2014,18:40:00,18:52:00,Local,48.0
117,01434511111,0,01436666666,27/01/2014,27/01/2014,20:05:00,20:31:00,Local,26.0
118,01434511111,1,60666666666,26/01/2014,26/01/2014,20:25:00,20:41:00,Intl,400.0
119,01434511111,1,01436666666,21/02/2014,21/02/2014,20:50:00,21:02:00,Local,48.0
120,01434511111,1,01436666666,24/01/2014,24/01/2014,16:05:00,16:17:00,Local,48.0
121,01434511111,1,01436666666,21/01/2014,22/01/2014,23:55:00,00:07:00,Local,48.0
122,01434511111,0,07836866666,03/02/2014,03/02/2014,20:00:00,20:13:00,Mobile,195.0
123,01434511111,1,07836866666,04/02/2014,04/02/2014,03:30:00,03:37:00,Mobile,175.0
124,01434511111,0,01436666666,09/01/2014,09/01/2014,19:40:00,19:52:00,Local,48.0
125,01434511111,0,08454006666,21/01/2014,21/01/2014,21:00:00,21:08:00,National,64.0
126,01434511111,0,01436666666,19/02/2014,19/02/2014,11:30:00,11:42:00,Local,48.0
127,01434511111,0,01436666666,16/01/2014,16/01/2014,20:25:00,20:37:00,Local,48.0
128,01434511111,0,01436666666,27/01/2014,27/01/2014,17:45:00,18:11:00,Local,26.0
129,01434511111,1,01436666666,14/01/2014,14/01/2014,21:05:00,21:17:00,Local,48.0
130,01434511111,0,01436666666,02/02/2014,02/02/2014,17:55:00,18:21:00,Local,26.0
131,01434511111,0,01436666666,09/01/2014,09/01/2014,20:40:00,20:52:00,Local,48.0
132,01434511111,0,01436666666,12/02/2014,12/02/2014,20:20:00,20:32:00,Local,48.0
133,01434511111,0,01436666666,16/02/2014,16/02/2014,12:40:00,13:06:00,Local,26.0
134,01434511111,0,07836866666,04/02/2014,04/02/2014,02:20:00,02:27:00,Mobile,175.0
135,01434511111,1,08454006666,11/01/2014,11/01/2014,09:10:00,09:18:00,National,64.0
136,01434511111,0,01436666666,26/01/2014,27/01/2014,23:55:00,00:21:00,Local,26.0
137,01434511111,1,08454006666,06/01/2014,06/01/2014,20:40:00,20:51:00,National,44.0
138,01434511111,1,07836866666,26/01/2014,26/01/2014,17:50:00,18:03:00,Mobile,195.0
139,01434511111,1,08454006666,14/01/2014,14/01/2014,15:00:00,15:08:00,National,64.0
140,01434511111,1,07836866666,11/01/2014,11/01/2014,19:25:00,19:32:00,Mobile,175.0
141,01434511111,0,01436666666,27/01/2014,27/01/2014,20:50:00,21:16:00,Local,26.0
142,01434511111,0,01436666666,06/02/2014,06/02/2014,18:20:00,18:32:00,Local,48.0
143,01434511111,0,01436666666,23/02/2014,23/02/2014,14:15:00,14:41:00,Local,26.0
144,01434511111,1,01436666666,03/02/2014,03/02/2014,16:00:00,16:26:00,Local,26.0
145,01434511111,0,01436666666,30/12/2013,30/12/2013,20:00:00,20:26:00,Local,26.0
146,01434511111,1,01436666666,02/02/2014,02/02/2014,11:35:00,12:01:00,Local,26.0
147,01434511111,0,01436666666,15/01/2014,15/01/2014,17:25:00,17:37:00,Local,48.0
148,01434511111,1,01436666666,05/01/2014,05/01/2014,17:40:00,18:06:00,Local,26.0
149,01434511111,0,01436666666,30/12/2013,30/12/2013,20:50:00,21:16:00,Local,26.0
150,01434511111,0,01436666666,12/02/2014,12/02/2014,22:25:00,22:37:00,Local,48.0
151,01434511111,0,01436666666,19/01/2014,19/01/2014,14:35:00,15:01:00,Local,26.0
152,01434511111,0,01436666666,18/01/2014,18/01/2014,17:55:00,18:07:00,Local,48.0
153,01434511111,0,01436666666,02/02/2014,02/02/2014,15:45:00,16:11:00,Local,26.0
154,01434511111,0,01436666666,15/02/2014,15/02/2014,11:10:00,11:22:00,Local,48.0
155,01434511111,0,08454006666,18/01/2014,18/01/2014,21:45:00,21:53:00,National,64.0
156,01434511111,1,07836866666,27/01/2014,27/01/2014,15:50:00,16:03:00,Mobile,195.0
157,01434511111,0,01436666666,03/01/2014,03/01/2014,18:20:00,18:32:00,Local,48.0
158,01434511111,0,01436666666,19/02/2014,19/02/2014,17:35:00,17:47:00,Local,48.0
159,01434511111,1,01436666666,08/01/2014,08/01/2014,19:45:00,19:57:00,Local,48.0
160,01434511111,1,07836866666,13/01/2014,13/01/2014,20:25:00,20:38:00,Mobile,195.0
161,01434511111,0,08454006666,09/02/2014,09/02/2014,15:35:00,15:46:00,National,44.0
162,01434511111,1,01436666666,14/01/2014,14/01/2014,19:20:00,19:32:00,Local,48.0
163,01434511111,0,07836866666,19/01/2014,19/01/2014,21:45:00,21:58:00,Mobile,195.0
164,01434511111,0,07836866666,06/02/2014,06/02/2014,13:45:00,13:52:00,Mobile,175.0
165,01434511111,0,01436666666,19/01/2014,19/01/2014,17:35:00,18:01:00,Local,26.0
166,01434511111,1,01436666666,23/02/2014,23/02/2014,18:55:00,19:21:00,Local,26.0
167,01434511111,1,01436666666,17/02/2014,17/02/2014,06:55:00,07:21:00,Local,26.0
168,01434511111,1,01436666666,13/02/2014,13/02/2014,20:40:00,20:52:00,Local,48.0
169,01434511111,0,08454006666,16/02/2014,16/02/2014,23:25:00,23:36:00,National,44.0
170,01434511111,1,07836866666,10/01/2014,10/01/2014,23:45:00,23:52:00,Mobile,175.0
171,01434511111,1,01436666666,21/01/2014,21/01/2014,17:15:00,17:27:00,Local,48.0
172,01434511111,1,60666666666,05/02/2014,05/02/2014,11:00:00,11:11:00,Intl,330.0
173,01434511111,0,01436666666,14/02/2014,14/02/2014,18:30:00,18:42:00,Local,48.0
174,01434511111,1,01436666666,02/02/2014,02/02/2014,13:55:00,14:21:00,Local,26.0
175,01434511111,1,60666666666,20/01/2014,20/01/2014,16:20:00,16:36:00,Intl,400.0
176,01434511111,1,01436666666,02/02/2014,02/02/2014,20:35:00,21:01:00,Local,26.0
177,01434511111,0,01436666666,01/02/2014,01/02/2014,19:35:00,19:47:00,Local,48.0
178,01434511111,0,07836866666,11/02/2014,11/02/2014,19:05:00,19:12:00,Mobile,175.0
179,01434511111,1,01436666666,22/02/2014,22/02/2014,20:05:00,20:17:00,Local,48.0
180,01434511111,0,01436666666,19/02/2014,19/02/2014,15:25:00,15:37:00,Local,48.0
181,01434511111,0,01436666666,30/01/2014,30/01/2014,20:35:00,20:47:00,Local,48.0
182,01434511111,0,01436666666,23/02/2014,23/02/2014,15:45:00,16:11:00,Local,26.0
183,01434511111,0,01436666666,21/02/2014,21/02/2014,15:05:00,15:17:00,Local,48.0
184,01434511111,1,01436666666,27/01/2014,27/01/2014,18:20:00,18:46:00,Local,26.0
185,01434511111,0,01436666666,07/01/2014,07/01/2014,20:50:00,21:02:00,Local,48.0
186,01434511111,1,07836866666,05/01/2014,05/01/2014,15:35:00,15:48:00,Mobile,195.0
187,01434511111,1,01436666666,06/02/2014,06/02/2014,19:30:00,19:42:00,Local,48.0
188,01434511111,1,01436666666,29/01/2014,29/01/2014,17:45:00,17:57:00,Local,48.0
189,01434511111,0,01436666666,30/01/2014,30/01/2014,16:05:00,16:17:00,Local,48.0
190,01434511111,0,01436666666,11/02/2014,11/02/2014,21:10:00,21:22:00,Local,48.0
191,01434511111,0,01436666666,18/01/2014,18/01/2014,08:10:00,08:22:00,Local,48.0
192,01434511111,0,01436666666,22/01/2014,22/01/2014,18:05:00,18:17:00,Local,48.0
193,01434511111,1,01436666666,23/02/2014,23/02/2014,20:25:00,20:51:00,Local,26.0
194,01434511111,0,07836866666,11/02/2014,11/02/2014,02:10:00,02:17:00,Mobile,175.0
195,01434511111,1,08454006666,03/02/2014,03/02/2014,22:35:00,22:46:00,National,44.0
196,01434511111,1,01436666666,18/02/2014,18/02/2014,21:55:00,22:07:00,Local,48.0
197,01434511111,1,01436666666,27/01/2014,27/01/2014,13:35:00,14:01:00,Local,26.0
198,01434511111,1,01436666666,14/01/2014,14/01/2014,18:25:00,18:37:00,Local,48.0
199,01434511111,1,01436666666,19/02/2014,19/02/2014,20:35:00,20:47:00,Local,48.0
200,01434511111,0,07836866666,16/01/2014,16/01/2014,00:00:00,00:07:00,Mobile,175.0
201,01434511111,1,60666666666,14/02/2014,14/02/2014,06:25:00,06:36:00,Intl,330.0
202,01434511111,1,08454006666,24/01/2014,24/01/2014,16:35:00,16:43:00,National,64.0
203,01434511111,1,07836866666,05/01/2014,05/01/2014,16:55:00,17:08:00,Mobile,195.0
204,01434511111,1,01436666666,17/02/2014,17/02/2014,20:50:00,21:16:00,Local,26.0
205,01434511111,1,08454006666,11/02/2014,11/02/2014,18:30:00,18:38:00,National,64.0
206,01434511111,1,01436666666,30/12/2013,30/12/2013,16:15:00,16:41:00,Local,26.0
207,01434511111,1,01436666666,15/01/2014,15/01/2014,18:50:00,19:02:00,Local,48.0
